chr	pos
chr2L	2247924
chr2R	3671248
chr2L	4645616
chr2L	855443
chr2L	483756
chr2R	2686764
chr2L	308686
chr2R	2281588
chr2L	2600533
chr2R	10478236
chr2R	10260577
chr2L	3626979
chr2L	112481
chr2R	6180770
chr2R	9541161
chr2L	1322660
chr2L	481693
chr2L	3184517
chr2R	13730015
chr2R	4263652
chr2L	1167410
chr2R	5284110
chr2L	8005359
chr2L	4243005
chr2R	7099025
chr2L	4854049
chr2L	23827
chr2R	8502198
chr2L	9148211
chr2L	3116007
chr2R	3384870
chr2R	1458208
chr2L	5182920
chr2R	4017485
chr2L	4506869
chr2R	305762
chr2R	10112925
chr2L	25105
chr2R	9211051
chr2L	8855558
chr2L	11730693
chr2L	841825
chr2L	18086303
chr2R	3153293
chr2L	8958720
chr2L	240754
chr2L	10046640
chr2R	1387995
chr2L	958139
chr2R	9426832
chr2R	9012561
chr2L	5482849
chr2L	9144813
chr2L	690974
chr2L	5060781
chr2L	940773
chr2L	7519883
chr2R	1694525
chr2R	8380130
chr2R	4536043
chr2R	10313298
chr2R	6460751
chr2L	1417404
chr2R	1291732
chr2L	5623148
chr2L	7843978
chr2R	9261533
chr2L	2406247
chr2L	3153636
chr2L	6110727
chr2L	231026
chr2L	7988196
chr2R	11102452
chr2R	2172363
chr2R	4576570
chr2R	6275968
chr2L	933648
chr2R	3823703
chr2R	12529849
chr2L	1465111
chr2R	1575439
chr2L	7577583
chr2R	4884454
chr2L	7608293
chr2L	6178604
chr2R	4576570
chr2L	991269
chr2L	2430769
chr2L	6075242
chr2R	10762035
chr2R	1310765
chr2R	3783160
chr2R	9087800
chr2L	12502514
chr2R	593072
chr2L	6073647
chr2L	7893402
chr2L	7431148
chr2L	5839889
chr2L	4533768
chr2R	10130831
chr2R	1834070
chr2R	100530
chr2R	5190622
chr2R	8407570
chr2L	2174448
chr2L	4638184
chr2L	1872124
chr2L	7809916
chr2R	1391854
chr2L	2922588
chr2R	5147965
chr2L	6908502
chr2R	3393448
chr2L	3525659
chr2L	4292884
chr2R	898584
chr2L	7565340
chr2R	7338038
chr2L	3222678
chr2L	10752770
chr2L	3371063
chr2L	5967655
chr2R	882297
chr2L	5102614
chr2R	2122846
chr2R	10711795
chr2R	5837799
chr2R	311845
chr2L	2854885
chr2R	12072370
chr2L	4187029
chr2L	1059181
chr2R	169705
chr2R	1031679
chr2L	13442554
chr2L	458710
chr2R	10023638
chr2R	9551891
chr2R	10868939
chr2L	10813477
chr2R	7040628
chr2L	1967203
chr2R	4362
chr2L	16092939
chr2L	12086790
chr2L	2988149
chr2R	2169452
chr2R	4524183
chr2R	4847904
chr2R	1340571
chr2L	6458535
chr2R	1888137
chr2R	5662696
chr2L	9642342
chr2R	3518604
chr2R	5511013
chr2R	9402446
chr2L	94583
chr2L	3131233
chr2R	7928012
chr2L	4429857
chr2R	86787
chr2R	7725022
chr2R	7120357
chr2L	3796490
chr2R	1989858
chr2L	17541291
chr2L	414126
chr2L	2444502
chr2L	87372
chr2R	9770841
chr2L	5843745
chr2R	825699
chr2R	5740364
chr2R	2792629
chr2R	9190627
chr2L	6570742
chr2L	7890638
chr2L	12323860
chr2R	2657298
chr2L	1257276
chr2L	1719673
chr2L	5184301
chr2R	5024020
chr2L	175749
chr2R	8445886
chr2L	1324599
chr2L	4810584
chr2R	3797965
chr2L	9726108
chr2L	5688375
chr2L	6865072
chr2R	2784457
chr2L	4184390
chr2L	1574904
chr2L	6616372
chr2R	2206002
chr2R	5473832
chr2L	1996314
chr2L	1360286
chr2L	12391539
chr2R	7279482
chr2L	7987148
chr2R	898584
chr2L	1036513
chr2L	7041068
chr2L	12216962
chr2L	5589747
chr2L	1732932
chr2L	13310019
chr2R	1169653
chr2L	4345453
chr2L	3312756
chr2L	5403795
chr2R	4262288
chr2R	12903849
chr2R	7396144
chr2R	7148463
chr2R	1008371
chr2L	13386688
chr2L	3056625
chr2R	55115
chr2R	397862
chr2R	6289436
chr2R	549736
chr2R	8785246
chr2R	6008457
chr2R	1545305
chr2L	404370
chr2L	5987870
chr2R	3135626
chr2R	4682763
chr2R	7224622
chr2R	8991722
chr2R	10589865
chr2R	2381205
chr2R	2449872
chr2L	2230569
chr2L	984357
chr2L	1574904
chr2L	1261200
chr2R	1169653
chr2R	9202939
chr2R	5991828
chr2L	7906946
chr2R	10710386
chr2R	12760817
chr2L	4632463
chr2R	5699720
chr2L	4678693
chr2R	5671577
chr2R	11600684
chr2L	11136140
chr2L	1025088
chr2R	2784457
chr2L	5763038
chr2R	456973
chr2R	1278121
chr2L	14441623
chr2R	2883273
chr2L	3753378
chr2L	967442
chr2L	5399920
chr2L	13662170
chr2L	198424
chr2R	10260577
chr2L	3549640
chr2R	8745609
chr2R	5255663
chr2L	3973275
chr2R	349443
chr2R	2122846
chr2L	6580470
chr2R	5677776
chr2R	7794243
chr2R	11150476
chr2R	1337082
chr2L	10716848
chr2R	12673834
chr2L	5834686
chr2R	3198549
chr2L	4862727
chr2L	6553841
chr2R	2609335
chr2R	5362313
chr2R	5254617
chr2L	2470324
chr2R	1892064
chr2R	1375540
chr2R	715239
chr2R	5950704
chr2L	13320630
chr2R	788535
chr2L	713195
chr2L	6170306
chr2L	5104335
chr2L	11635604
chr2R	12735195
chr2L	5393245
chr2R	3781900
chr2R	2323037
chr2L	3301433
chr2L	8415908
chr2L	9811098
chr2R	1586590
chr2L	233160
chr2R	15148840
chr2R	4852500
chr2L	12138218
chr2R	7163975
chr2R	4902488
chr2L	4197588
chr2L	2790962
chr2L	6520981
chr2R	5963338
chr2L	4822191
chr2L	11083512
chr2R	1518874
chr2R	3360212
chr2R	8135100
chr2R	8444063
chr2R	1213271
chr2L	924947
chr2L	3794769
chr2L	6114454
chr2R	1423941
chr2L	1967203
chr2R	6705674
chr2L	18000371
chr2L	3901940
chr2L	217767
chr2L	7677546
chr2R	14097024
chr2R	3230777
chr2L	1003278
chr2R	403575
chr2R	1436447
chr2L	2921207
chr2R	1262481
chr2L	5736847
chr2R	2361397
chr2R	836257
chr2R	8120478
chr2R	10952840
chr2R	599890
chr2R	6631186
chr2R	1472510
chr2R	11840224
chr2L	6865072
chr2L	6357839
chr2R	950980
chr2R	4501194
chr2R	6940257
chr2R	4238512
chr2L	5032887
chr2L	7429625
chr2L	5381016
chr2R	7649476
chr2L	5126563
chr2R	4214153
chr2L	778782
chr2L	1815441
chr2R	5671577
chr2L	3638432
chr2R	2245443
chr2L	4479603
chr2R	4142692
chr2L	3626979
chr2R	4206197
chr2L	8498459
chr2R	1955238
chr2R	5826181
chr2L	12682709
chr2R	515682
chr2L	6211318
chr2L	200338
chr2R	5796800
chr2R	51649
chr2L	609668
chr2L	7191815
chr2L	8529239
chr2R	2340394
chr2L	5396906
chr2L	969167
chr2L	7809916
chr2R	3382658
chr2L	2477749
chr2R	2572448
chr2L	6626581
chr2L	5496010
chr2R	7694251
chr2R	10464941
chr2L	4916164
chr2L	7336136
chr2L	4751798
chr2R	1311505
chr2L	6286100
chr2L	2572651
chr2L	10638692
chr2R	8698230
chr2L	3845446
chr2L	7264092
chr2L	4280853
chr2R	1370904
chr2L	4523910
chr2L	7524194
chr2L	10990286
chr2R	4855568
chr2R	1325991
chr2L	2123597
chr2L	5081932
chr2R	2539036
chr2R	972242
chr2L	11521803
chr2L	581314
chr2R	440929
chr2L	6898473
chr2L	7465084
chr2R	11826890
chr2R	7279482
chr2R	1833006
chr2R	3125253
chr2L	2050704
chr2L	619544
chr2L	2028249
chr2L	7411117
chr2R	6343830
chr2R	1292665
chr2L	1569783
chr2R	7286987
chr2L	1634413
chr2R	2667898
chr2R	4700234
chr2L	1763046
chr2R	1423941
chr2L	2439385
chr2L	9043201
chr2L	7505455
chr2L	3151310
chr2R	2643437
chr2L	6131539
chr2L	8695799
chr2R	3763527
chr2R	914607
chr2L	1390682
chr2L	94794
chr2L	1757486
chr2L	7677546
chr2R	3879063
chr2L	3116007
chr2L	6908502
chr2R	8680912
chr2R	1893641
chr2R	9984759
chr2L	4576161
chr2R	10131503
chr2L	11913676
chr2L	7259692
chr2L	1533192
chr2L	8868454
chr2R	6623663
chr2L	9600577
chr2R	91383
chr2R	329802
chr2L	3115935
chr2R	5397646
chr2R	4583288
chr2L	11394656
chr2L	3681
chr2R	1063625
chr2R	7591067
chr2R	4462847
chr2L	1929938
chr2L	5674739
chr2R	2068172
chr2L	7945181
chr2L	8289370
chr2L	5329682
chr2R	2315047
chr2R	6632781
chr2L	1367699
chr2R	4792750
chr2L	16162902
chr2R	3834990
chr2R	5579451
chr2L	12970875
chr2L	3525659
chr2R	98192
chr2R	2895263
chr2R	1574317
chr2L	2770858
chr2L	5614338
chr2L	7553305
chr2L	4066235
chr2R	1346388
chr2R	460651
chr2R	1992899
chr2R	5882574
chr2L	231026
chr2R	1108689
chr2L	38767
chr2R	8966607
chr2R	6502659
chr2L	6116355
chr2L	1337999
chr2R	12016465
chr2R	2908723
chr2L	1242477
chr2R	13584490
chr2R	2544363
chr2R	1571431
chr2R	2630609
chr2R	8489669
chr2R	4792750
chr2L	10881808
chr2L	3222678
chr2R	11017239
chr2R	4262288
chr2L	3725804
chr2R	257817
chr2L	463566
chr2R	12331795
chr2L	5022561
chr2L	1464691
chr2R	3562398
chr2L	3048794
chr2L	594995
chr2L	694291
chr2R	3404224
chr2R	3576063
chr2R	155395
chr2R	7640702
chr2R	980603
chr2R	7699644
chr2L	287920
chr2L	4264786
chr2R	5679413
chr2R	5665176
chr2R	9624934
chr2L	9893563
chr2L	333240
chr2L	405930
chr2R	515068
chr2L	3022680
chr2R	1020964
chr2R	8905720
chr2L	2818228
chr2R	3279556
chr2R	6851161
chr2R	5192608
chr2L	13184404
chr2L	8793995
chr2L	1257276
chr2L	1217427
chr2R	3115768
chr2L	6470968
chr2R	7591067
chr2L	12878937
chr2R	5797115
chr2R	4923527
chr2L	11829698
chr2R	3638980
chr2L	126162
chr2L	3586312
chr2R	4716802
chr2R	4372726
chr2L	6154486
chr2L	114078
chr2L	116723
chr2R	5585498
chr2L	343611
chr2L	2567860
chr2L	7809916
chr2R	9202939
chr2R	1291732
chr2R	9548748
chr2L	847371
chr2R	3339572
chr2R	2461607
chr2L	1246460
chr2L	11230934
chr2R	3573056
chr2R	4909105
chr2R	79491
chr2L	5783424
chr2R	10464941
chr2R	438607
chr2L	12976932
chr2L	1983724
chr2L	10146258
chr2R	5579436
chr2L	4131751
chr2L	6612000
chr2L	10913549
chr2L	9520508
chr2R	7103451
chr2L	11028429
chr2L	1022739
chr2L	6055052
chr2R	1494581
chr2L	11433400
chr2L	3760055
chr2R	8146791
chr2R	1269317
chr2R	12474734
chr2R	10454608
chr2R	485168
chr2L	8004716
chr2R	8205424
chr2R	9861423
chr2R	8967221
chr2R	2429997
chr2R	14199812
chr2L	8632983
chr2L	15045415
chr2L	2005846
chr2R	13255669
chr2L	7636147
chr2L	4742860
chr2L	2711490
chr2R	547832
chr2R	5269647
chr2R	1741930
chr2L	9796154
chr2L	2296217
chr2L	840513
chr2R	8135100
chr2L	5142484
chr2L	984357
chr2R	3997561
chr2L	2820415
chr2R	1695256
chr2R	11599179
chr2R	10588802
chr2R	15362758
chr2L	7128689
chr2R	8856132
chr2L	2854885
chr2L	9057545
chr2L	5129537
chr2L	9062660
chr2L	8593979
chr2L	3460690
chr2R	6123871
chr2L	6908502
chr2R	2189178
chr2L	6574104
chr2L	9078581
chr2R	1879151
chr2L	5455960
chr2R	4874914
chr2L	4351408
chr2L	220133
chr2L	5184301
chr2R	10454608
chr2L	7727255
chr2L	5403795
chr2R	3533409
chr2R	10350281
chr2L	8855341
chr2L	8834802
chr2R	432573
chr2L	326897
chr2L	5802041
chr2R	1147443
chr2L	5142484
chr2R	2828134
chr2R	3802341
chr2L	7234777
chr2R	8240592
chr2L	5262850
chr2R	4376748
chr2L	4976646
chr2L	209092
chr2L	2474005
chr2R	12783580
chr2R	3802341
chr2R	6295363
chr2L	6515097
chr2L	200338
chr2L	9022066
chr2R	5700191
chr2L	1518062
chr2L	5904616
chr2L	11285632
chr2R	1989858
chr2R	3087291
chr2L	5071666
chr2L	999660
chr2R	6818
chr2L	2926006
chr2R	615802
chr2L	8486842
chr2L	4751295
chr2L	644345
chr2R	297119
chr2L	4063847
chr2L	7356818
chr2L	2561766
chr2R	1217867
chr2L	1027961
chr2L	7548993
chr2L	5496612
chr2L	5842195
chr2L	5042370
chr2R	1846519
chr2R	1001272
chr2L	7214279
chr2L	2116024
chr2L	1193220
chr2R	1747649
chr2L	5783115
chr2L	2246691
chr2L	4397983
chr2L	18545383
chr2L	449909
chr2R	6702087
chr2R	8188699
chr2L	220789
chr2L	2811091
chr2L	8633675
chr2R	4269019
chr2L	7160576
chr2R	3573056
chr2R	2630609
chr2L	200145
chr2L	9505632
chr2R	1118134
chr2R	2209638
chr2R	6056635
chr2R	3321551
chr2L	14103982
chr2L	12028295
chr2L	8970173
chr2L	8720483
chr2R	5161974
chr2L	7298944
chr2L	2408867
chr2R	4293704
chr2L	13568716
chr2R	12783580
chr2L	9326195
chr2R	2919176
chr2R	5499681
chr2L	2145660
chr2L	1259205
chr2R	4501194
chr2L	6247207
chr2R	3234781
chr2R	1065797
chr2R	4395958
chr2R	4464679
chr2L	4171674
chr2L	1676296
chr2L	3000969
chr2L	3242738
chr2R	13947
chr2L	13278194
chr2L	4299395
chr2L	9290703
chr2L	2971708
chr2L	3364362
chr2L	2180972
chr2L	6328494
chr2L	2161496
chr2L	5820017
chr2L	2778570
chr2L	4110456
chr2L	203631
chr2R	9520429
chr2R	1612483
chr2R	575039
chr2R	5734954
chr2R	6087260
chr2R	2608342
chr2L	10618276
chr2R	1387995
chr2R	11058514
chr2L	6597898
chr2R	1883069
chr2R	3671248
chr2R	3529555
chr2R	2874249
chr2R	1470474
chr2R	1403590
chr2R	5276839
chr2L	8265732
chr2L	12480758
chr2L	3461082
chr2R	3021191
chr2R	13868120
chr2L	450330
chr2L	4576905
chr2L	2634668
chr2R	7002257
chr2L	5271375
chr2L	4918008
chr2L	6401331
chr2R	874972
chr2R	12979639
chr2L	4962053
chr2L	8192052
chr2L	8912702
chr2R	11570297
chr2R	6632781
chr2L	13672770
chr2R	5546709
chr2L	1356413
chr2R	3872319
chr2L	6434953
chr2R	1725610
chr2L	7569052
chr2R	2821811
chr2R	3792828
chr2L	5066599
chr2L	5897343
chr2R	2111790
chr2R	2315047
chr2L	4269242
chr2R	2659479
chr2L	7843978
chr2L	5043535
chr2R	11043038
chr2R	2113994
chr2L	9580072
chr2L	4040099
chr2R	7246988
chr2L	7937768
chr2R	2818898
chr2R	1955288
chr2R	1501144
chr2L	804972
chr2R	9770372
chr2L	13067681
chr2L	8901705
chr2R	2380882
chr2L	5834686
chr2R	1954570
chr2L	2974769
chr2R	3909130
chr2L	658146
chr2R	5163143
chr2L	7490914
chr2L	12820043
chr2L	3294464
chr2R	1862309
chr2R	1292665
chr2L	13432431
chr2L	4863596
chr2R	2338033
chr2L	4540316
chr2L	13923532
chr2L	5098543
chr2R	5701172
chr2R	146171
chr2L	11925129
chr2R	4562709
chr2R	5627373
chr2L	6512036
chr2R	5360910
chr2R	1892064
chr2R	12576392
chr2L	3391736
chr2R	1725610
chr2R	9865785
chr2R	5252935
chr2R	1382750
chr2R	473132
chr2L	5984189
chr2R	3344584
chr2L	2574378
chr2R	629515
chr2R	358347
chr2L	1255399
chr2R	12219394
chr2L	4132859
chr2R	5931122
chr2R	239033
chr2R	4944508
chr2L	6401331
chr2R	2184913
chr2R	5033401
chr2R	5604075
chr2L	20682
chr2L	9820576
chr2R	10065886
chr2L	7223324
chr2L	5999513
chr2R	9104102
chr2L	9760410
chr2R	393126
chr2L	1914505
chr2L	4022186
chr2R	92008
chr2L	8529538
chr2L	3500554
chr2R	2148363
chr2L	9315808
chr2L	7114239
chr2R	2111790
chr2L	4924405
chr2L	9726108
chr2R	1164898
chr2R	1150604
chr2R	3433970
chr2R	8139314
chr2L	2698080
chr2R	12627291
chr2R	7879372
chr2L	2262371
chr2L	10995886
chr2L	3362259
chr2L	3790638
chr2R	9476165
chr2R	2777227
chr2L	7455231
chr2L	12507484
chr2R	10907927
chr2L	8105508
chr2L	784019
chr2R	1603770
chr2R	6920525
chr2L	4131751
chr2L	3864505
chr2L	11094711
chr2L	3804387
chr2R	3879063
chr2L	13184404
chr2R	1622290
chr2R	9704930
chr2L	5222223
chr2R	467845
chr2R	5268599
chr2L	7500367
chr2R	5883842
chr2R	4740961
chr2L	2500732
chr2R	777512
chr2L	753319
chr2R	3377430
chr2R	1852153
chr2R	202331
chr2R	372208
chr2R	2380583
chr2R	1938554
chr2L	307942
chr2R	7229653
chr2R	7653368
chr2R	7572897
chr2L	5399822
chr2L	3401729
chr2L	12174255
chr2R	9994889
chr2L	4246574
chr2R	7791971
chr2L	572531
chr2L	2995651
chr2L	1062828
chr2L	414126
chr2L	4298549
chr2L	5803749
chr2R	10689506
chr2L	1070718
chr2L	628822
chr2R	9770065
chr2L	3667786
chr2R	4832805
chr2L	2900777
chr2L	5129440
chr2R	9467984
chr2R	4786262
chr2R	5552671
chr2R	8919233
chr2R	10352585
chr2L	5714086
chr2L	4142130
chr2L	7786810
chr2R	7801709
chr2R	1810891
chr2R	1960766
chr2R	4225401
chr2R	7379800
chr2R	9382959
chr2R	8149751
chr2R	6412015
chr2R	1325991
chr2R	6781711
chr2L	861051
chr2R	7004401
chr2L	12017160
chr2L	9760410
chr2R	1238087
chr2L	6300965
chr2R	4932476
chr2R	1177347
chr2L	1464831
chr2R	1475771
chr2R	8267590
chr2R	10274535
chr2R	11058514
chr2R	4810978
chr2L	4420119
chr2L	15952389
chr2L	20682
chr2L	13348764
chr2R	4819018
chr2R	5964988
chr2R	7569985
chr2L	8958720
chr2L	5361377
chr2R	3043353
chr2L	6235646
chr2L	2162707
chr2L	16410665
chr2R	3845275
chr2L	498929
chr2L	8859022
chr2L	6850362
chr2R	688149
chr2R	11006107
chr2R	9173314
chr2L	4944834
chr2L	2919240
chr2R	6337191
chr2L	6303863
chr2R	2768584
chr2L	11521803
chr2L	2820396
chr2R	2530782
chr2R	1075790
chr2R	5891431
chr2R	3140795
chr2R	9404401
chr2L	6040278
chr2R	11414754
chr2R	7163975
chr2L	8327775
chr2R	3224555
chr2R	4008128
chr2L	6591923
chr2L	4523910
chr2R	6626316
chr2L	8603694
chr2L	797260
chr2L	1356413
chr2L	3506314
chr2L	8107222
chr2L	631204
chr2L	1473073
chr2L	5773786
chr2R	10334445
chr2L	2561377
chr2R	3956309
chr2L	5102026
chr2L	7412567
chr2R	2792629
chr2L	7041068
chr2R	1664986
chr2L	7636147
chr2L	5895905
chr2R	7861277
chr2L	1545196
chr2L	5103578
chr2R	3303461
chr2R	2169452
chr2L	16872068
chr2L	9250089
chr2R	11452579
chr2L	2023140
chr2R	3799905
chr2R	6959632
chr2L	2246691
chr2R	2184913
chr2R	2220996
chr2L	2239370
chr2R	3333218
chr2R	1941464
chr2R	3817760
chr2L	5246824
chr2R	9607524
chr2L	3013363
chr2L	2221601
chr2R	9667861
chr2R	73296
chr2L	13498753
chr2L	5851424
chr2L	203738
chr2L	2974769
chr2R	2782240
chr2R	346629
chr2L	6304357
chr2L	1578212
chr2R	830653
chr2L	767897
chr2R	6868991
chr2L	7189426
chr2L	2805163
chr2L	609668
chr2L	8691908
chr2R	4665966
chr2L	766029
chr2R	12576392
chr2L	11436392
chr2R	9110215
chr2L	1860010
chr2R	3875662
chr2R	3556936
chr2L	3113680
chr2L	7125754
chr2L	8417091
chr2L	8693898
chr2R	3860514
chr2L	10053005
chr2R	3076968
chr2L	13449925
chr2L	13855031
chr2L	9513529
chr2R	3106254
chr2L	6075242
chr2R	9169629
chr2R	7910157
chr2L	2498455
chr2R	2915995
chr2R	7640702
chr2L	282463
chr2R	479168
chr2R	2617398
chr2L	3659161
chr2R	8135100
chr2R	3415494
chr2L	14645893
chr2R	3642362
chr2R	12790398
chr2R	1989465
chr2L	1002568
chr2L	3941274
chr2R	1256244
chr2R	4354365
chr2L	2327335
chr2R	8469921
chr2L	7412567
chr2L	2838056
chr2R	12753025
chr2R	4151102
chr2R	5234329
chr2R	3478164
chr2L	1401925
chr2L	3215717
chr2R	5511013
chr2R	73296
chr2R	3354566
chr2R	13584490
chr2L	2897380
chr2L	5466536
chr2R	1835765
chr2L	2451555
chr2R	5010173
chr2L	4114427
chr2L	4239981
chr2R	2285090
chr2L	6044167
chr2R	2271143
chr2L	4078606
chr2L	5104350
chr2L	5252883
chr2L	13736904
chr2R	10260577
chr2L	3830039
chr2R	6946440
chr2R	678147
chr2R	9425009
chr2R	2798204
chr2L	608113
chr2L	11206886
chr2L	1772060
chr2L	4577882
chr2R	2166507
chr2L	4269242
chr2L	2727810
chr2L	131477
chr2R	372208
chr2L	5307279
chr2R	971707
chr2R	7548946
chr2R	1634599
chr2R	1055415
chr2L	164360
chr2R	3515380
chr2L	4070580
chr2L	7997364
chr2R	1818899
chr2L	4633031
chr2R	3523283
chr2L	4681289
chr2R	2885865
chr2R	5685950
chr2R	4162221
chr2R	4547114
chr2R	4262288
chr2L	2177472
chr2R	8379941
chr2L	9250089
chr2L	6346055
chr2R	6864772
chr2R	4856847
chr2R	4225094
chr2R	3295737
chr2R	4078271
chr2L	7369691
chr2L	262967
chr2R	4376748
chr2R	525590
chr2L	7016263
chr2R	5260835
chr2R	1655780
chr2R	9663769
chr2L	6448839
chr2L	2698080
chr2R	7770967
chr2R	854835
chr2L	8451815
chr2R	2709534
chr2L	7232622
chr2L	4342509
chr2R	1971483
chr2R	4620188
chr2L	8868454
chr2L	10099155
chr2R	7399816
chr2L	1772060
chr2R	8266441
chr2R	2057650
chr2R	2727525
chr2L	126206
chr2R	2389774
chr2R	2022712
chr2R	527153
chr2R	631835
chr2R	2324847
chr2L	10486800
chr2L	669223
chr2L	4336930
chr2L	4479571
chr2L	16946296
chr2L	1038249
chr2L	6266868
chr2R	7352983
chr2R	565164
chr2L	4336930
chr2R	13937426
chr2L	1936216
chr2L	9301762
chr2L	7414617
chr2L	4576905
chr2L	2705708
chr2R	881595
chr2R	2971109
chr2L	3713019
chr2L	7254909
chr2L	2271643
chr2L	2315980
chr2R	14199812
chr2L	3666534
chr2R	544652
chr2R	3422522
chr2R	4633056
chr2L	6697418
chr2L	564201
chr2L	9790738
chr2R	12401542
chr2L	2053513
chr2R	3937283
chr2R	7574343
chr2R	5510851
chr2L	2149171
chr2R	9871983
chr2L	7234777
chr2L	4280853
chr2R	3652969
chr2L	1016834
chr2R	1872558
chr2L	1417454
chr2R	7195006
chr2L	9505632
chr2L	2669752
chr2L	3449880
chr2L	2646291
chr2R	402427
chr2R	8148082
chr2L	3503637
chr2R	1741930
chr2L	4681289
chr2R	5159537
chr2L	6336358
chr2R	2881711
chr2R	3300966
chr2L	16271396
chr2L	4070569
chr2R	6505614
chr2L	4752561
chr2R	1982051
chr2R	4003038
chr2L	4932357
chr2L	1462188
chr2R	1964690
chr2R	2465969
chr2L	10887879
chr2R	2306743
chr2L	4505540
chr2R	6394872
chr2R	5510851
chr2L	738250
chr2L	2565667
chr2R	8518706
chr2L	4822191
chr2L	6930852
chr2R	11605997
chr2R	4318788
chr2L	728914
chr2L	2444193
chr2L	12624699
chr2L	4454006
chr2L	2974769
chr2L	1837871
chr2R	3516485
chr2L	4506915
chr2L	6507820
chr2R	2562044
chr2L	10764223
chr2L	3335159
chr2R	4944508
chr2L	2444502
chr2R	973967
chr2R	8656544
chr2L	220133
chr2R	1217883
chr2R	320633
chr2L	9081763
chr2R	5471063
chr2R	5977544
chr2R	4546424
chr2R	4711983
chr2R	4749712
chr2R	11497492
chr2R	2530782
chr2R	5685950
chr2L	1728150
chr2L	2644647
chr2L	5285568
chr2L	12449644
chr2R	2912521
chr2L	32603
chr2R	7191800
chr2R	1828904
chr2R	10223903
chr2L	2816345
chr2R	3339572
chr2R	10541911
chr2L	503486
chr2R	2562060
chr2L	15101670
chr2R	3543917
chr2L	3999765
chr2R	6088933
chr2R	9506529
chr2L	6485417
chr2L	3310623
chr2L	3972513
chr2R	3704410
chr2L	6680850
chr2R	2853447
chr2R	6337191
chr2L	4299368
chr2R	8593376
chr2L	3878808
chr2R	3259843
chr2L	7508430
chr2R	3373111
chr2L	5947578
chr2L	6580470
chr2L	2625945
chr2L	2843973
chr2L	8451815
chr2R	2132979
chr2R	12572926
chr2L	7908741
chr2L	3555538
chr2L	4429857
chr2L	230216
chr2L	7668715
chr2L	9897122
chr2R	7480576
chr2L	13103624
chr2L	443114
chr2R	1415488
chr2L	378021
chr2R	5767200
chr2R	5891431
chr2L	3087383
chr2L	4981275
chr2L	3771933
chr2R	12842633
chr2R	12117678
chr2L	5330290
chr2R	4605708
chr2L	11094711
chr2L	7843978
chr2R	615802
chr2L	1717667
chr2R	1872558
chr2L	3973275
chr2R	2942147
chr2R	2012659
chr2L	2834556
chr2R	1862215
chr2R	3845275
chr2L	4447669
chr2L	427551
chr2L	3215717
chr2L	2161496
chr2L	4473160
chr2L	4246329
chr2R	11247152
chr2L	2895338
chr2L	5531886
chr2L	806564
chr2L	69219
chr2R	2449872
chr2L	1270143
chr2R	7137686
chr2R	4719261
chr2L	450330
chr2L	6850362
chr2L	3774087
chr2R	11008451
chr2R	88700
chr2R	10107325
chr2L	9277431
chr2L	5698398
chr2L	8022032
chr2L	7569052
chr2L	5356629
chr2R	6936186
chr2R	3762631
chr2L	5470840
chr2L	14486506
chr2R	8804338
chr2R	9642373
chr2R	4662122
chr2R	994317
chr2L	8799400
chr2R	6167110
chr2L	7640240
chr2R	2646458
chr2R	2738955
chr2L	757580
chr2L	7322149
chr2L	952127
chr2R	2324847
chr2R	9450084
chr2L	1904739
chr2R	3186306
chr2R	345056
chr2L	3678772
chr2R	10779957
chr2L	9990626
chr2R	10430282
chr2R	3876026
chr2L	3827151
chr2R	4416839
chr2L	4828685
chr2L	2334984
chr2L	12675446
chr2R	6305053
chr2L	8519730
chr2R	817637
chr2R	12037802
chr2L	6280029
chr2R	4058650
chr2L	1923345
chr2L	1190610
chr2L	5936101
chr2R	5572629
chr2L	2711490
chr2R	5282317
chr2L	4822191
chr2L	4506915
chr2L	3058118
chr2R	2012659
chr2L	413907
chr2R	7346390
chr2R	8926670
chr2L	541791
chr2R	12963683
chr2L	5968150
chr2R	7229653
chr2L	2882749
chr2R	10753863
chr2L	2644647
chr2R	4438454
chr2R	12286882
chr2R	1987938
chr2L	1519942
chr2R	2008301
chr2L	9246832
chr2L	5455916
chr2L	6872895
chr2R	4904999
chr2L	8025311
chr2R	459610
chr2R	11289396
chr2L	10512016
chr2R	3622159
chr2L	7465084
chr2L	7259692
chr2R	4248929
chr2L	4246329
chr2R	11828520
chr2L	1148804
chr2L	2184338
chr2L	1576198
chr2L	4492732
chr2L	3384662
chr2L	3832416
chr2L	13047207
chr2R	702924
chr2R	2441329
chr2L	7523666
chr2L	7349503
chr2R	12981929
chr2L	9452122
chr2L	7349503
chr2L	94583
chr2R	1633744
chr2R	9888336
chr2R	2753328
chr2R	6864629
chr2R	4165216
chr2L	2179802
chr2L	9879124
chr2L	954281
chr2R	2178130
chr2R	1070393
chr2L	2408867
chr2L	8283965
chr2L	528673
chr2R	9696238
chr2R	4596126
chr2R	1063625
chr2R	22763
chr2L	2886297
chr2L	18545383
chr2L	5864386
chr2L	3420136
chr2R	5574135
chr2L	1535563
chr2R	11826890
chr2R	1741930
chr2R	7441986
chr2R	9136356
chr2R	4464679
chr2L	6811496
chr2L	1464831
chr2L	2609226
chr2R	6948561
chr2R	4018293
chr2R	2073365
chr2R	4707291
chr2L	2123597
chr2L	2556407
chr2L	4381361
chr2L	2005846
chr2L	9811098
chr2R	8615781
chr2L	4236971
